posts/2023-10-05.md	Rethinking this blog		
posts/2023-09-18.md	Why I like Go more than any other language		
posts/2023-08-21.md	I'm a normal person		
posts/2023-08-09.md	Minimizing my wasteful web presence		
posts/2023-08-06.md	Alpine Linux		
posts/2023-08-02.md	GlassKit		
posts/2023-06-15.md	Email is easy, except not really		
posts/2023-06-11.md	Advertising and Media		
posts/2023-06-08.md	Simplicity and Culture		
